item_id,order_id,product_id,quantity,unit_price,returned
ITEM000305,ORD000106,P0020,8,162.46,False
ITEM000306,ORD000106,P0268,3,100.11,True
ITEM000307,ORD000107,P0120,4,285.14,False
ITEM000308,ORD000107,P0239,5,347.15,True
ITEM000309,ORD000107,P0222,8,283.38,False
ITEM000310,ORD000107,P0172,8,30.84,True
ITEM000311,ORD000108,P0188,5,420.86,True
ITEM000312,ORD000108,P0184,3,45.27,False
ITEM000313,ORD000108,P0107,3,38.02,True
ITEM000314,ORD000108,P0001,6,259.41,False
ITEM000315,ORD000108,P0286,3,400.46,True
ITEM000316,ORD000109,P0080,6,170.17,False
ITEM000317,ORD000109,P0203,4,32.3,True
ITEM000318,ORD000110,P0016,8,301.23,True
ITEM000319,ORD000110,P0005,7,68.06,True
ITEM000320,ORD000110,P0177,5,116.3,False
ITEM000321,ORD000110,P0150,2,283.67,False
ITEM000322,ORD000111,P0232,1,320.89,False
ITEM000323,ORD000111,P0277,7,246.56,True
ITEM000324,ORD000111,P0225,3,150.11,False
ITEM000325,ORD000112,P0193,4,131.77,False
ITEM000326,ORD000112,P0191,1,485.11,False
ITEM000327,ORD000112,P0053,7,467.07,False
ITEM000328,ORD000112,P0233,3,136.67,False
ITEM000329,ORD000112,P0083,8,33.12,True
ITEM000330,ORD000113,P0051,6,437.9,False
ITEM000331,ORD000113,P0217,8,35.62,True
ITEM000332,ORD000114,P0238,2,235.06,True
ITEM000333,ORD000114,P0137,6,359.33,True
ITEM000334,ORD000114,P0023,8,405.94,True
ITEM000335,ORD000114,P0076,3,43.99,True
ITEM000336,ORD000114,P0284,7,21.02,True
ITEM000337,ORD000115,P0159,7,58.95,True
ITEM000338,ORD000115,P0242,4,151.21,False
ITEM000339,ORD000116,P0045,5,206.81,False
ITEM000340,ORD000116,P0186,5,167.19,True
ITEM000341,ORD000116,P0126,4,467.13,False
ITEM000342,ORD000117,P0038,7,397.94,False
ITEM000343,ORD000117,P0044,6,329.66,False
ITEM000344,ORD000117,P0099,1,346.68,False
ITEM000345,ORD000118,P0119,7,358.92,False
ITEM000346,ORD000118,P0170,1,31.98,False
ITEM000347,ORD000119,P0106,6,93.78,False
ITEM000348,ORD000119,P0000,2,491.4,True
ITEM000349,ORD000119,P0211,6,119.35,False
ITEM000350,ORD000120,P0010,7,327.39,False
ITEM000351,ORD000120,P0245,8,256.1,True
ITEM000352,ORD000120,P0106,5,36.93,False
ITEM000353,ORD000120,P0076,5,474.37,False
ITEM000354,ORD000121,P0221,5,386.59,True
ITEM000355,ORD000121,P0161,4,176.32,True
ITEM000356,ORD000121,P0292,1,335.98,True
ITEM000357,ORD000121,P0179,2,417.57,False
ITEM000358,ORD000121,P0020,7,469.42,True
ITEM000359,ORD000122,P0131,7,185.18,True
ITEM000360,ORD000122,P0074,8,47.47,True
ITEM000361,ORD000122,P0153,2,433.48,False
ITEM000362,ORD000122,P0143,4,483.16,False
ITEM000363,ORD000122,P0241,1,367.78,True
ITEM000364,ORD000123,P0081,1,184.37,True
ITEM000365,ORD000123,P0196,4,123.37,True
ITEM000366,ORD000123,P0124,7,67.9,True
ITEM000367,ORD000123,P0068,7,183.85,True
ITEM000368,ORD000123,P0056,3,355.6,True
ITEM000369,ORD000124,P0261,4,6.29,True
ITEM000370,ORD000124,P0218,3,436.13,True
ITEM000371,ORD000125,P0108,3,137.79,True
ITEM000372,ORD000125,P0212,8,287.41,False
ITEM000373,ORD000125,P0230,7,65.56,False
ITEM000374,ORD000125,P0004,8,311.98,True
ITEM000375,ORD000125,P0048,8,74.62,True
ITEM000376,ORD000126,P0116,6,284.68,True
ITEM000377,ORD000126,P0107,6,107.1,False
ITEM000378,ORD000127,P0180,7,87.95,False
ITEM000379,ORD000127,P0070,5,490.9,True
ITEM000380,ORD000128,P0014,5,56.25,False
ITEM000381,ORD000128,P0254,2,379.24,False
ITEM000382,ORD000128,P0281,3,268.27,True
ITEM000383,ORD000129,P0274,3,148.66,False
ITEM000384,ORD000130,P0082,2,203.09,False
ITEM000385,ORD000130,P0066,8,6.93,False
ITEM000386,ORD000130,P0145,8,439.68,True
ITEM000387,ORD000130,P0083,4,453.58,True
ITEM000388,ORD000130,P0129,3,428.76,True
ITEM000389,ORD000131,P0284,4,199.41,True
ITEM000390,ORD000131,P0081,6,129.43,False
ITEM000391,ORD000131,P0175,3,467.26,False
ITEM000392,ORD000131,P0277,5,241.02,True
ITEM000393,ORD000132,P0132,8,145.1,True
ITEM000394,ORD000132,P0226,7,159.53,False
ITEM000395,ORD000132,P0137,2,6.73,False
ITEM000396,ORD000133,P0153,1,196.42,False
ITEM000397,ORD000133,P0093,6,112.38,True
ITEM000398,ORD000133,P0065,5,152.96,False
ITEM000399,ORD000133,P0275,4,142.49,False
ITEM000400,ORD000133,P0060,6,163.03,True
ITEM000401,ORD000134,P0230,8,162.48,False
ITEM000402,ORD000134,P0252,3,359.91,True
ITEM000403,ORD000134,P0164,8,18.66,False
ITEM000404,ORD000134,P0216,3,176.41,True
ITEM000405,ORD000134,P0053,7,469.74,True
ITEM000406,ORD000135,P0153,4,331.39,False
ITEM000407,ORD000136,P0063,5,308.25,False
ITEM000408,ORD000136,P0280,8,86.68,False
ITEM000409,ORD000136,P0299,3,217.68,False
ITEM000410,ORD000136,P0088,4,7.87,False
ITEM000411,ORD000137,P0068,1,430.73,True
ITEM000412,ORD000137,P0260,3,15.56,False
ITEM000413,ORD000137,P0257,1,299.01,True
ITEM000414,ORD000137,P0087,1,292.23,True
ITEM000415,ORD000137,P0182,3,314.93,True
ITEM000416,ORD000138,P0140,3,101.79,False
ITEM000417,ORD000138,P0132,8,284.63,True
ITEM000418,ORD000138,P0025,3,247.5,True
ITEM000419,ORD000138,P0297,1,87.93,True
ITEM000420,ORD000138,P0011,1,398.66,True
ITEM000421,ORD000139,P0245,3,422.75,False
ITEM000422,ORD000139,P0292,4,169.81,False
ITEM000423,ORD000140,P0086,7,395.99,True
ITEM000424,ORD000140,P0091,3,153.33,True
ITEM000425,ORD000141,P0242,1,11.21,False
ITEM000426,ORD000141,P0273,2,247.91,False
ITEM000427,ORD000141,P0025,7,273.34,True
ITEM000428,ORD000141,P0150,7,11.68,False
ITEM000429,ORD000142,P0082,1,272.97,True
ITEM000430,ORD000142,P0183,2,391.46,True
ITEM000431,ORD000142,P0261,7,458.61,True
ITEM000432,ORD000142,P0011,8,483.52,False
ITEM000433,ORD000142,P0295,5,459.57,True
ITEM000434,ORD000143,P0056,6,496.24,True
ITEM000435,ORD000143,P0120,7,151.37,False
ITEM000436,ORD000143,P0127,8,67.29,False
ITEM000437,ORD000143,P0010,2,77.27,False
ITEM000438,ORD000144,P0142,4,138.19,True
ITEM000439,ORD000144,P0069,8,272.78,False
ITEM000440,ORD000144,P0251,2,170.93,True
ITEM000441,ORD000144,P0290,6,338.21,False
ITEM000442,ORD000144,P0248,2,394.88,False
ITEM000443,ORD000145,P0254,1,27.01,True
ITEM000444,ORD000145,P0042,1,119.93,True
ITEM000445,ORD000145,P0112,7,408.31,False
ITEM000446,ORD000145,P0076,2,314.63,False
ITEM000447,ORD000146,P0103,5,10.45,False
ITEM000448,ORD000146,P0044,6,163.66,False
ITEM000449,ORD000147,P0126,2,491.8,False
ITEM000450,ORD000147,P0113,8,32.95,True
ITEM000451,ORD000147,P0032,6,155.43,True
ITEM000452,ORD000147,P0057,6,307.85,True
ITEM000453,ORD000148,P0075,7,165.99,False
ITEM000454,ORD000148,P0060,8,106.62,False
ITEM000455,ORD000148,P0199,7,156.21,True
ITEM000456,ORD000148,P0142,4,48.66,False
ITEM000457,ORD000148,P0135,1,495.65,True
ITEM000458,ORD000149,P0290,1,445.84,True
ITEM000459,ORD000150,P0209,4,279.84,True
ITEM000460,ORD000151,P0138,4,83.66,False
ITEM000461,ORD000151,P0135,6,44.74,True
ITEM000462,ORD000151,P0296,8,252.79,False
ITEM000463,ORD000152,P0033,8,301.07,False
ITEM000464,ORD000152,P0145,4,203.35,True
ITEM000465,ORD000152,P0109,5,186.76,False
ITEM000466,ORD000153,P0104,1,487.46,False
ITEM000467,ORD000153,P0139,1,264.63,True
ITEM000468,ORD000153,P0017,1,211.12,False
ITEM000469,ORD000153,P0205,2,303.42,True
ITEM000470,ORD000153,P0096,4,47.45,False
ITEM000471,ORD000154,P0086,7,400.62,False
ITEM000472,ORD000154,P0008,4,355.27,False
ITEM000473,ORD000154,P0177,1,171.7,True
ITEM000474,ORD000154,P0220,5,15.19,True
ITEM000475,ORD000154,P0030,7,226.47,True
ITEM000476,ORD000155,P0053,8,313.8,False
ITEM000477,ORD000155,P0050,1,403.23,False
ITEM000478,ORD000155,P0083,1,272.45,False
ITEM000479,ORD000155,P0110,8,148.21,False
ITEM000480,ORD000155,P0181,6,357.83,True
ITEM000481,ORD000156,P0096,2,264.99,False
ITEM000482,ORD000156,P0197,6,131.76,True
ITEM000483,ORD000156,P0130,8,477.95,True
ITEM000484,ORD000156,P0075,7,261.02,True
ITEM000485,ORD000156,P0003,8,315.72,False
ITEM000486,ORD000157,P0090,1,45.06,False
ITEM000487,ORD000157,P0020,4,16.32,True
ITEM000488,ORD000158,P0216,3,128.54,True
ITEM000489,ORD000158,P0167,6,459.29,True
ITEM000490,ORD000158,P0043,2,86.88,False
ITEM000491,ORD000158,P0237,7,53.76,False
ITEM000492,ORD000159,P0279,1,227.67,False
ITEM000493,ORD000160,P0064,5,197.57,False
ITEM000494,ORD000160,P0009,1,130.71,True
ITEM000495,ORD000160,P0176,8,441.44,False
ITEM000496,ORD000161,P0047,3,172.61,False
ITEM000497,ORD000161,P0179,5,399.73,False
ITEM000498,ORD000161,P0290,6,48.42,False
ITEM000499,ORD000161,P0032,5,288.96,True
ITEM000500,ORD000162,P0135,1,347.89,True
ITEM000501,ORD000163,P0155,5,159.07,False
ITEM000502,ORD000163,P0087,6,76.61,True
ITEM000503,ORD000163,P0215,6,126.85,False
ITEM000504,ORD000164,P0298,1,231.46,False
ITEM000505,ORD000164,P0199,7,245.6,True
ITEM000506,ORD000165,P0152,3,11.98,True
ITEM000507,ORD000165,P0053,6,243.0,False
ITEM000508,ORD000165,P0004,7,460.93,False
ITEM000509,ORD000166,P0033,2,498.99,False
ITEM000510,ORD000166,P0188,1,398.87,False
ITEM000511,ORD000166,P0281,4,220.6,False
ITEM000512,ORD000166,P0021,7,368.79,True
ITEM000513,ORD000166,P0052,3,495.94,False
ITEM000514,ORD000167,P0214,7,89.81,True
ITEM000515,ORD000168,P0092,7,5.61,False
ITEM000516,ORD000168,P0229,3,430.28,False
ITEM000517,ORD000168,P0171,2,419.75,True
ITEM000518,ORD000169,P0222,2,99.01,False
ITEM000519,ORD000169,P0069,8,460.61,True
ITEM000520,ORD000170,P0282,3,110.85,True
ITEM000521,ORD000171,P0026,3,165.53,True
ITEM000522,ORD000172,P0141,7,238.17,False
ITEM000523,ORD000173,P0232,2,274.55,False
ITEM000524,ORD000174,P0119,2,381.29,False
ITEM000525,ORD000174,P0206,5,350.05,True
ITEM000526,ORD000175,P0212,3,475.71,False
ITEM000527,ORD000175,P0173,4,344.79,False
ITEM000528,ORD000175,P0277,4,122.69,False
ITEM000529,ORD000176,P0077,2,175.59,False
ITEM000530,ORD000176,P0129,6,475.86,False
ITEM000531,ORD000176,P0032,7,195.08,True
ITEM000532,ORD000176,P0024,4,497.4,True
ITEM000533,ORD000176,P0049,7,380.29,True
ITEM000534,ORD000177,P0001,2,258.39,True
ITEM000535,ORD000177,P0171,6,247.23,True
ITEM000536,ORD000177,P0068,6,54.71,True
ITEM000537,ORD000177,P0278,4,481.52,True
ITEM000538,ORD000178,P0007,2,237.24,True
ITEM000539,ORD000178,P0155,5,496.92,False
ITEM000540,ORD000178,P0187,8,448.28,False
ITEM000541,ORD000179,P0192,3,175.19,False
ITEM000542,ORD000179,P0231,2,55.7,True
ITEM000543,ORD000179,P0069,1,117.94,False
ITEM000544,ORD000179,P0245,5,65.46,False
ITEM000545,ORD000179,P0174,7,175.53,True
ITEM000546,ORD000180,P0002,1,467.82,True
ITEM000547,ORD000180,P0149,3,68.89,False
ITEM000548,ORD000181,P0206,7,159.0,True
ITEM000549,ORD000182,P0182,2,406.49,False
ITEM000550,ORD000182,P0081,2,37.7,False
ITEM000551,ORD000183,P0082,8,377.22,True
ITEM000552,ORD000183,P0296,4,364.09,False
ITEM000553,ORD000184,P0219,5,67.21,True
ITEM000554,ORD000184,P0047,8,460.49,True
ITEM000555,ORD000184,P0038,1,43.51,True
ITEM000556,ORD000184,P0015,5,199.22,True
ITEM000557,ORD000185,P0095,1,159.11,False
