order_id,customer_id,order_date,status,channel,discount_pct,shipping_country
ORD000092,C00473,2024-02-24,completed,mobile,0.37,DE
ORD000093,C01793,2024-03-01,refunded,web,0.35,CA
ORD000094,C00483,2024-10-01,pending,store,0.35,DE
ORD000095,C02521,2022-10-23,cancelled,store,0.13,GB
ORD000096,C01506,2024-10-20,cancelled,web,0.29,IN
ORD000097,C01440,2023-03-31,cancelled,web,0.31,AU
ORD000098,C00793,2024-05-16,completed,store,0.13,CA
ORD000099,C01405,2024-07-08,pending,store,0.31,CA
ORD000100,C01788,2024-06-22,completed,mobile,0.05,US
ORD000101,C00237,2023-08-23,refunded,web,0.39,US
ORD000102,C00975,2024-04-26,refunded,store,0.05,IN
ORD000103,C00950,2022-11-03,cancelled,store,0.22,AU
ORD000104,C00376,2022-01-14,completed,store,0.3,US
ORD000105,C02410,2022-09-23,pending,store,0.07,US
ORD000106,C00041,2024-01-21,cancelled,store,0.38,GB
ORD000107,C00930,2024-11-21,cancelled,mobile,0.13,CA
ORD000108,C01691,2022-12-10,refunded,store,0.25,GB
ORD000109,C02196,2024-01-26,refunded,store,0.03,CA
ORD000110,C02326,2023-08-13,cancelled,web,0.11,DE
ORD000111,C00187,2023-03-05,refunded,web,0.09,US
ORD000112,C00061,2022-05-23,completed,web,0.19,GB
ORD000113,C02948,2024-12-12,refunded,mobile,0.17,CA
ORD000114,C01023,2023-03-24,cancelled,mobile,0.16,CA
ORD000115,C00232,2022-12-21,cancelled,store,0.08,GB
ORD000116,C00313,2022-08-05,pending,web,0.37,AU
ORD000117,C00232,2022-10-01,completed,store,0.23,DE
ORD000118,C00519,2023-01-25,cancelled,web,0.35,CA
ORD000119,C01796,2022-05-09,completed,web,0.14,GB
ORD000120,C00739,2022-09-16,cancelled,web,0.31,DE
ORD000121,C01157,2023-02-14,cancelled,mobile,0.23,IN
ORD000122,C00179,2022-10-21,completed,web,0.25,IN
ORD000123,C01286,2022-01-15,pending,web,0.2,DE
ORD000124,C01432,2023-09-17,pending,web,0.19,IN
ORD000125,C02467,2022-07-09,completed,web,0.03,DE
ORD000126,C02683,2022-05-01,cancelled,mobile,0.19,DE
ORD000127,C01000,2024-02-12,cancelled,mobile,0.25,IN
ORD000128,C01197,2022-01-17,completed,web,0.06,US
ORD000129,C00531,2022-07-04,refunded,web,0.35,GB
ORD000130,C02482,2024-11-30,completed,store,0.05,IN
ORD000131,C01629,2023-05-17,completed,store,0.02,AU
ORD000132,C01960,2024-04-30,completed,web,0.29,US
ORD000133,C02693,2023-06-22,cancelled,store,0.05,GB
ORD000134,C00501,2024-09-29,cancelled,store,0.32,AU
ORD000135,C02689,2022-11-24,cancelled,store,0.04,GB
ORD000136,C00314,2023-02-22,pending,web,0.1,IN
ORD000137,C00312,2024-08-06,cancelled,store,0.2,DE
ORD000138,C01024,2023-12-08,refunded,web,0.16,GB
ORD000139,C02226,2022-02-19,refunded,store,0.17,GB
ORD000140,C00843,2024-12-26,completed,mobile,0.02,GB
ORD000141,C02027,2022-12-05,completed,web,0.07,US
ORD000142,C02888,2024-08-23,completed,mobile,0.03,DE
ORD000143,C01462,2024-04-07,completed,store,0.2,AU
ORD000144,C00902,2024-11-28,completed,web,0.23,IN
ORD000145,C01816,2022-06-28,cancelled,web,0.04,DE
ORD000146,C02920,2024-07-22,pending,web,0.35,CA
ORD000147,C01239,2022-12-29,refunded,store,0.31,CA
ORD000148,C01502,2023-01-06,completed,store,0.3,DE
ORD000149,C02258,2023-12-18,refunded,web,0.23,GB
ORD000150,C01198,2024-09-10,cancelled,store,0.16,US
ORD000151,C02677,2024-08-08,cancelled,store,0.04,GB
ORD000152,C01000,2023-10-20,pending,store,0.28,DE
ORD000153,C02157,2023-06-18,refunded,mobile,0.27,AU
ORD000154,C01095,2024-01-14,pending,store,0.32,DE
ORD000155,C01306,2023-06-29,refunded,web,0.27,GB
ORD000156,C02858,2024-09-17,completed,store,0.0,US
ORD000157,C02217,2022-10-05,pending,web,0.29,US
ORD000158,C02062,2024-02-16,pending,store,0.25,DE
ORD000159,C00427,2022-11-13,pending,store,0.14,IN
ORD000160,C00221,2022-03-08,completed,store,0.28,CA
ORD000161,C01419,2023-10-29,refunded,web,0.36,GB
ORD000162,C01682,2022-10-19,cancelled,store,0.11,CA
ORD000163,C02889,2022-07-04,cancelled,mobile,0.26,IN
ORD000164,C02547,2024-11-12,completed,mobile,0.19,US
ORD000165,C01991,2024-07-17,pending,mobile,0.27,DE
ORD000166,C01145,2024-02-23,pending,store,0.26,US
ORD000167,C00321,2023-05-09,cancelled,web,0.35,CA
ORD000168,C00833,2022-07-29,cancelled,mobile,0.29,IN
ORD000169,C00561,2024-03-14,cancelled,mobile,0.24,DE
ORD000170,C02133,2022-04-19,completed,mobile,0.16,IN
ORD000171,C00944,2023-01-08,refunded,mobile,0.14,US
ORD000172,C01249,2024-06-19,refunded,web,0.26,DE
ORD000173,C02264,2022-09-05,refunded,store,0.25,AU
ORD000174,C00863,2024-08-18,completed,mobile,0.33,AU
ORD000175,C00502,2022-12-26,pending,web,0.08,AU
ORD000176,C01525,2022-05-10,pending,store,0.02,AU
ORD000177,C02969,2024-07-25,refunded,web,0.4,DE
ORD000178,C00581,2023-03-17,pending,store,0.05,US
ORD000179,C00146,2023-02-11,refunded,web,0.05,IN
ORD000180,C00962,2024-06-26,pending,mobile,0.19,DE
ORD000181,C02860,2023-03-21,cancelled,store,0.3,GB
ORD000182,C01803,2023-01-17,refunded,store,0.03,CA
ORD000183,C02662,2022-03-01,completed,web,0.26,US
ORD000184,C01858,2023-10-30,completed,web,0.35,IN
ORD000185,C00467,2023-01-08,pending,mobile,0.1,GB
ORD000186,C00087,2022-12-20,pending,web,0.3,DE
ORD000187,C02043,2022-11-14,cancelled,store,0.09,IN
ORD000188,C00138,2023-03-15,completed,mobile,0.09,AU
ORD000189,C01107,2024-04-23,completed,mobile,0.17,IN
ORD000190,C01138,2022-12-17,refunded,mobile,0.15,DE
ORD000191,C02409,2022-07-26,refunded,mobile,0.18,US
ORD000192,C01573,2024-05-24,refunded,mobile,0.19,GB
ORD000193,C01230,2023-11-01,refunded,web,0.18,DE
ORD000194,C00346,2022-06-04,refunded,store,0.1,CA
ORD000195,C00244,2023-09-13,pending,mobile,0.29,IN
ORD000196,C01143,2023-04-29,completed,mobile,0.33,GB
ORD000197,C02497,2022-10-22,pending,mobile,0.16,CA
ORD000198,C01572,2023-04-30,cancelled,web,0.33,IN
ORD000199,C02028,2022-12-08,refunded,mobile,0.13,US
ORD000200,C00077,2023-10-28,refunded,mobile,0.34,US
ORD000201,C01567,2024-01-15,completed,store,0.13,IN
ORD000202,C01575,2023-05-16,cancelled,store,0.08,DE
ORD000203,C01818,2023-02-21,completed,web,0.03,DE
ORD000204,C00181,2023-10-18,cancelled,store,0.12,IN
ORD000205,C00919,2023-09-23,completed,web,0.26,IN
ORD000206,C00842,2023-07-01,pending,mobile,0.18,CA
ORD000207,C01553,2024-05-05,refunded,store,0.04,GB
ORD000208,C00755,2022-09-08,completed,mobile,0.0,IN
ORD000209,C02703,2024-09-28,refunded,mobile,0.36,DE
ORD000210,C01765,2024-08-06,completed,web,0.03,GB
ORD000211,C02181,2024-10-06,completed,mobile,0.36,AU
ORD000212,C00214,2023-03-25,cancelled,store,0.25,IN
ORD000213,C02705,2022-11-27,cancelled,store,0.35,CA
ORD000214,C01249,2024-03-16,cancelled,mobile,0.01,IN
ORD000215,C00128,2023-08-17,completed,store,0.32,DE
ORD000216,C02218,2023-05-22,completed,web,0.03,IN
ORD000217,C01424,2022-02-10,refunded,store,0.26,US
ORD000218,C00106,2023-11-13,refunded,store,0.23,CA
ORD000219,C02493,2023-06-19,refunded,store,0.01,AU
ORD000220,C01377,2023-06-04,completed,mobile,0.34,US
ORD000221,C01075,2024-10-17,refunded,mobile,0.4,CA
ORD000222,C02420,2022-08-27,refunded,mobile,0.16,AU
ORD000223,C00886,2023-01-05,refunded,mobile,0.28,AU
ORD000224,C00112,2024-07-04,cancelled,store,0.16,CA
ORD000225,C01396,2024-06-17,pending,store,0.31,US
ORD000226,C02972,2022-01-06,cancelled,web,0.33,CA
ORD000227,C02545,2023-01-18,cancelled,mobile,0.11,US
ORD000228,C01777,2022-12-24,cancelled,mobile,0.06,GB
ORD000229,C01751,2024-06-20,cancelled,store,0.34,IN
ORD000230,C02986,2022-05-24,refunded,mobile,0.37,IN
ORD000231,C00233,2022-11-28,completed,store,0.04,AU
ORD000232,C00447,2022-04-24,pending,web,0.05,IN
ORD000233,C02266,2023-11-10,cancelled,mobile,0.37,DE
ORD000234,C01589,2023-05-20,completed,mobile,0.12,DE
ORD000235,C02954,2024-08-17,cancelled,mobile,0.09,GB
ORD000236,C02776,2024-12-15,refunded,store,0.16,IN
ORD000237,C01177,2024-10-16,pending,web,0.2,GB
ORD000238,C02190,2022-08-19,pending,store,0.32,CA
ORD000239,C01898,2023-03-15,refunded,store,0.31,DE
ORD000240,C01736,2024-10-01,cancelled,store,0.29,US
ORD000241,C02345,2023-11-01,refunded,mobile,0.09,AU
ORD000242,C02945,2022-10-11,completed,web,0.14,GB
ORD000243,C02327,2024-11-28,completed,web,0.08,IN
ORD000244,C02125,2023-05-13,pending,mobile,0.37,AU
ORD000245,C01065,2022-09-25,cancelled,mobile,0.34,IN
ORD000246,C00665,2022-11-02,pending,mobile,0.23,US
ORD000247,C01561,2022-02-27,cancelled,mobile,0.29,CA
ORD000248,C01914,2022-07-21,completed,mobile,0.35,GB
ORD000249,C00975,2022-10-03,completed,store,0.13,US
ORD000250,C00540,2024-01-17,completed,web,0.18,DE
ORD000251,C00062,2024-03-24,cancelled,web,0.29,IN
ORD000252,C01149,2022-04-22,refunded,store,0.15,GB
ORD000253,C02795,2023-01-21,pending,mobile,0.08,DE
ORD000254,C01123,2022-12-21,cancelled,web,0.29,DE
ORD000255,C00350,2022-03-19,cancelled,web,0.19,US
ORD000256,C01023,2022-04-02,cancelled,store,0.22,GB
ORD000257,C02223,2023-06-28,completed,mobile,0.04,US
ORD000258,C01211,2024-09-28,cancelled,store,0.02,GB
ORD000259,C01382,2024-08-11,cancelled,web,0.2,US
ORD000260,C02339,2024-11-28,pending,store,0.21,DE
ORD000261,C01616,2024-10-28,refunded,store,0.09,US
ORD000262,C00158,2024-11-02,pending,mobile,0.24,IN
ORD000263,C02521,2024-06-16,refunded,mobile,0.32,US
ORD000264,C01123,2023-12-17,refunded,store,0.34,CA
ORD000265,C01481,2023-03-08,cancelled,mobile,0.11,DE
ORD000266,C01100,2024-02-02,cancelled,mobile,0.29,DE
ORD000267,C02700,2024-11-19,refunded,mobile,0.3,AU
ORD000268,C01026,2024-01-02,pending,store,0.39,US
ORD000269,C02674,2023-01-14,completed,store,0.03,AU
ORD000270,C02490,2023-04-30,refunded,web,0.27,US
ORD000271,C00050,2024-12-31,cancelled,web,0.04,US
ORD000272,C00509,2024-03-18,refunded,store,0.24,US
ORD000273,C01257,2022-05-05,refunded,store,0.26,GB
ORD000274,C02328,2022-03-24,pending,web,0.24,IN
ORD000275,C02706,2023-02-18,completed,web,0.26,GB
ORD000276,C01314,2022-02-05,pending,store,0.27,GB
ORD000277,C01083,2023-07-24,cancelled,web,0.09,DE
ORD000278,C00732,2023-09-11,cancelled,web,0.31,DE
ORD000279,C01817,2023-04-29,completed,store,0.16,US
ORD000280,C01895,2024-03-05,completed,store,0.34,DE
ORD000281,C00070,2022-06-17,completed,store,0.37,DE
ORD000282,C01801,2023-10-19,pending,store,0.13,CA
ORD000283,C00036,2022-08-13,completed,web,0.28,DE
ORD000284,C01910,2024-07-31,refunded,mobile,0.1,CA
ORD000285,C00151,2022-05-17,pending,mobile,0.23,DE
ORD000286,C01469,2023-12-12,cancelled,store,0.3,GB
ORD000287,C01966,2022-11-30,refunded,mobile,0.23,IN
ORD000288,C02612,2023-03-07,refunded,web,0.03,US
ORD000289,C02279,2022-07-11,pending,web,0.24,US
ORD000290,C00892,2022-02-16,cancelled,web,0.13,DE
ORD000291,C01673,2022-11-02,refunded,web,0.36,IN
ORD000292,C00239,2022-12-09,refunded,mobile,0.16,GB
ORD000293,C02373,2023-12-15,cancelled,web,0.4,DE
ORD000294,C00325,2022-02-19,pending,web,0.02,GB
ORD000295,C01132,2022-07-09,completed,mobile,0.16,CA
ORD000296,C02499,2023-09-13,cancelled,store,0.16,GB
ORD000297,C02258,2023-02-12,refunded,store,0.28,GB
ORD000298,C01286,2024-09-05,cancelled,mobile,0.05,CA
ORD000299,C00262,2023-07-22,pending,web,0.4,DE
ORD000300,C01804,2024-11-13,pending,mobile,0.14,IN
ORD000301,C00736,2023-01-30,pending,store,0.03,AU
ORD000302,C01056,2022-04-27,cancelled,store,0.1,CA
ORD000303,C01131,2023-02-07,cancelled,web,0.18,GB
ORD000304,C01063,2022-01-11,refunded,web,0.18,GB
ORD000305,C02027,2024-05-01,pending,store,0.3,AU
ORD000306,C00521,2024-08-20,refunded,mobile,0.38,US
ORD000307,C00931,2022-06-19,pending,mobile,0.28,GB
ORD000308,C02581,2023-03-07,refunded,mobile,0.26,GB
ORD000309,C00714,2024-10-20,refunded,store,0.35,US
ORD000310,C00601,2022-07-10,refunded,store,0.34,CA
ORD000311,C02531,2022-08-24,pending,mobile,0.2,DE
ORD000312,C02686,2022-10-25,refunded,mobile,0.04,DE
ORD000313,C00203,2024-03-25,pending,store,0.3,DE
ORD000314,C00953,2022-04-10,refunded,web,0.15,DE
ORD000315,C00468,2022-11-06,cancelled,web,0.35,IN
ORD000316,C02681,2022-11-07,cancelled,mobile,0.3,IN
ORD000317,C00157,2022-08-25,pending,mobile,0.35,AU
ORD000318,C00754,2023-03-01,pending,mobile,0.28,US
ORD000319,C02803,2022-11-19,pending,store,0.19,US
ORD000320,C02075,2022-08-30,completed,mobile,0.25,US
ORD000321,C01803,2024-07-31,completed,store,0.27,IN
ORD000322,C02375,2024-04-19,pending,mobile,0.1,CA
ORD000323,C01299,2024-08-13,refunded,store,0.17,DE
ORD000324,C00171,2022-10-13,cancelled,mobile,0.37,CA
ORD000325,C02266,2022-04-20,pending,store,0.19,US
ORD000326,C02938,2022-08-24,completed,mobile,0.25,GB
ORD000327,C00933,2022-07-02,refunded,store,0.07,CA
ORD000328,C00249,2022-08-26,cancelled,store,0.32,IN
ORD000329,C02926,2022-08-19,refunded,mobile,0.13,GB
ORD000330,C01061,2024-02-23,pending,mobile,0.3,US
ORD000331,C01054,2024-04-04,refunded,store,0.16,AU
ORD000332,C00066,2022-08-03,pending,mobile,0.18,AU
ORD000333,C02778,2022-09-23,completed,store,0.28,US
ORD000334,C01447,2023-01-06,cancelled,store,0.13,US
ORD000335,C02213,2022-03-27,completed,web,0.12,US
ORD000336,C02942,2022-09-05,refunded,web,0.24,GB
ORD000337,C00183,2022-03-07,cancelled,mobile,0.29,IN
ORD000338,C02459,2024-07-03,refunded,mobile,0.01,CA
ORD000339,C00961,2022-10-06,refunded,web,0.04,CA
ORD000340,C01432,2023-12-04,refunded,store,0.07,GB
ORD000341,C00447,2024-12-19,cancelled,web,0.24,DE
ORD000342,C00317,2024-06-15,cancelled,mobile,0.24,US
ORD000343,C02076,2023-05-25,pending,store,0.24,IN
ORD000344,C01817,2023-02-10,completed,store,0.24,AU
ORD000345,C00463,2023-03-15,refunded,mobile,0.04,DE
ORD000346,C02093,2022-03-17,cancelled,store,0.12,GB
ORD000347,C00317,2023-08-25,pending,mobile,0.22,CA
ORD000348,C00970,2023-01-30,pending,mobile,0.39,DE
ORD000349,C00835,2024-06-02,cancelled,store,0.38,AU
ORD000350,C01334,2024-02-18,completed,mobile,0.0,US
ORD000351,C02336,2023-11-22,cancelled,store,0.26,CA
ORD000352,C01521,2023-03-03,completed,mobile,0.23,US
ORD000353,C02789,2022-01-28,pending,web,0.09,AU
ORD000354,C01703,2023-01-02,refunded,mobile,0.28,AU
ORD000355,C00292,2024-07-21,pending,web,0.04,DE
ORD000356,C02629,2023-09-10,completed,web,0.39,IN
ORD000357,C01746,2024-12-02,cancelled,mobile,0.16,GB
ORD000358,C01159,2022-08-01,cancelled,web,0.23,IN
ORD000359,C00586,2022-11-03,cancelled,mobile,0.19,US
ORD000360,C00101,2023-08-01,pending,mobile,0.1,DE
ORD000361,C01337,2022-12-27,refunded,web,0.01,DE
ORD000362,C02486,2022-07-25,refunded,mobile,0.03,US
ORD000363,C01475,2022-07-04,completed,mobile,0.17,US
ORD000364,C01372,2023-08-06,pending,mobile,0.22,US
ORD000365,C01671,2022-02-16,pending,web,0.21,US
ORD000366,C02670,2024-03-19,refunded,mobile,0.03,CA
ORD000367,C01534,2024-12-10,refunded,mobile,0.2,DE
ORD000368,C01927,2022-10-15,cancelled,web,0.03,CA
ORD000369,C01204,2023-11-22,pending,web,0.05,CA
ORD000370,C02547,2022-01-18,completed,web,0.24,DE
ORD000371,C00127,2023-10-31,pending,mobile,0.03,US
ORD000372,C00656,2022-10-03,completed,web,0.11,US
ORD000373,C01508,2022-11-04,refunded,web,0.28,AU
ORD000374,C00182,2023-08-11,completed,store,0.26,AU
ORD000375,C01191,2024-02-09,cancelled,store,0.03,IN
ORD000376,C00614,2022-09-21,cancelled,mobile,0.24,AU
ORD000377,C02421,2022-02-05,cancelled,mobile,0.32,GB
ORD000378,C00104,2023-02-01,completed,mobile,0.3,GB
ORD000379,C00435,2024-01-22,pending,mobile,0.19,DE
ORD000380,C02494,2023-12-18,refunded,store,0.27,AU
ORD000381,C00866,2024-02-19,cancelled,web,0.36,DE
ORD000382,C01282,2022-05-16,cancelled,mobile,0.13,AU
ORD000383,C02092,2022-01-03,cancelled,web,0.24,CA
ORD000384,C02931,2023-03-16,refunded,web,0.06,CA
ORD000385,C02081,2023-12-09,cancelled,web,0.28,CA
ORD000386,C02381,2022-09-20,completed,mobile,0.14,IN
ORD000387,C02919,2024-10-13,pending,web,0.05,DE
ORD000388,C01409,2022-02-04,pending,store,0.22,DE
ORD000389,C00880,2022-07-19,completed,store,0.22,CA
ORD000390,C01551,2023-04-14,refunded,web,0.27,AU
ORD000391,C02386,2024-07-18,refunded,store,0.35,IN
ORD000392,C00133,2022-08-31,refunded,store,0.36,GB
ORD000393,C02691,2022-10-18,refunded,mobile,0.08,US
ORD000394,C02974,2023-07-19,completed,store,0.31,GB
ORD000395,C00614,2023-01-26,refunded,store,0.06,CA
ORD000396,C01560,2024-05-18,cancelled,web,0.06,GB
ORD000397,C02659,2024-01-06,refunded,mobile,0.31,GB
ORD000398,C00321,2023-10-31,cancelled,mobile,0.29,AU
ORD000399,C00316,2024-01-21,cancelled,mobile,0.24,CA
ORD000400,C00919,2024-03-04,refunded,store,0.09,CA
ORD000401,C02315,2023-09-21,cancelled,web,0.09,IN
ORD000402,C02062,2022-09-24,completed,web,0.38,US
ORD000403,C02352,2023-03-11,completed,web,0.22,DE
ORD000404,C02581,2022-02-25,completed,mobile,0.18,AU
ORD000405,C02245,2023-06-16,cancelled,store,0.24,GB
ORD000406,C01712,2022-06-03,cancelled,mobile,0.04,DE
ORD000407,C02207,2022-11-16,completed,web,0.29,IN
ORD000408,C00496,2022-02-22,completed,store,0.08,DE
ORD000409,C02161,2022-10-16,pending,web,0.32,US
ORD000410,C00210,2024-09-13,pending,store,0.24,GB
ORD000411,C02486,2022-04-21,cancelled,mobile,0.16,CA
ORD000412,C01934,2024-05-15,refunded,web,0.19,IN
ORD000413,C02700,2022-09-10,pending,web,0.06,DE
ORD000414,C02148,2024-01-12,cancelled,web,0.21,DE
ORD000415,C02131,2022-11-28,cancelled,store,0.12,IN
ORD000416,C01806,2024-09-08,cancelled,store,0.3,DE
ORD000417,C01298,2023-04-18,refunded,store,0.11,US
ORD000418,C01102,2024-10-10,refunded,mobile,0.11,GB
ORD000419,C00798,2023-07-24,refunded,mobile,0.14,DE
ORD000420,C02356,2022-05-04,completed,mobile,0.01,IN
ORD000421,C01200,2022-12-07,cancelled,store,0.27,GB
ORD000422,C00999,2022-05-06,refunded,web,0.36,US
ORD000423,C01346,2024-06-26,refunded,web,0.1,IN
ORD000424,C00995,2022-06-24,completed,mobile,0.3,DE
ORD000425,C01482,2024-06-02,cancelled,store,0.37,GB
ORD000426,C00945,2024-05-22,refunded,store,0.05,CA
ORD000427,C01867,2022-02-15,completed,store,0.22,IN
ORD000428,C01289,2024-04-24,pending,store,0.14,DE
ORD000429,C00472,2023-04-13,pending,web,0.27,US
ORD000430,C02838,2022-09-24,pending,mobile,0.21,AU
ORD000431,C00987,2022-09-17,refunded,web,0.02,IN
ORD000432,C01822,2023-07-31,cancelled,web,0.22,CA
ORD000433,C01679,2024-12-23,completed,web,0.13,AU
ORD000434,C01482,2022-08-08,pending,store,0.3,CA
ORD000435,C00326,2023-12-03,refunded,web,0.33,GB
ORD000436,C01441,2023-10-17,pending,web,0.38,AU
ORD000437,C02295,2023-06-19,completed,mobile,0.3,AU
ORD000438,C02071,2022-11-21,completed,web,0.3,CA
ORD000439,C00313,2022-01-16,cancelled,store,0.14,US
ORD000440,C01483,2023-03-31,cancelled,store,0.04,US
ORD000441,C02676,2023-08-08,pending,store,0.0,DE
ORD000442,C01983,2022-03-08,pending,web,0.21,IN
ORD000443,C02478,2023-05-27,completed,store,0.04,AU
ORD000444,C00943,2022-05-01,cancelled,mobile,0.22,CA
ORD000445,C01838,2022-09-13,pending,web,0.26,AU
ORD000446,C01715,2022-02-04,completed,web,0.36,GB
ORD000447,C00941,2024-01-14,completed,mobile,0.33,US
ORD000448,C02332,2024-04-10,completed,web,0.19,US
ORD000449,C00513,2024-10-13,completed,web,0.2,GB
ORD000450,C02202,2024-07-13,pending,store,0.39,IN
ORD000451,C01003,2024-01-25,pending,web,0.1,US
ORD000452,C01669,2024-05-16,refunded,store,0.17,GB
ORD000453,C02761,2023-09-24,completed,mobile,0.24,DE
ORD000454,C02395,2022-05-13,refunded,mobile,0.18,AU
ORD000455,C02727,2024-01-30,pending,mobile,0.32,IN
ORD000456,C00565,2024-06-25,completed,store,0.29,IN
ORD000457,C02480,2023-12-14,completed,mobile,0.38,DE
ORD000458,C01066,2024-02-01,cancelled,store,0.15,DE
